Author,No. Papers,Notes,OA_Profile,OA_ID,ORCID,Display_name,Display_name_alternatives,works_count,cited_by_count,2yr_mean_citedness,h_index,i10_index,unique_affiliation_count,all_china,some_china,some_usa,all_usa,all_countries,affiliation_data,unique_country_count,Most Recent Affiliation Year,Most Recent Affiliation,Most Recent Affiliation Country,affiliation_id_1983,affiliation_country_1983,affiliation_display_name_1983,affiliation_id_1984,affiliation_country_1984,affiliation_display_name_1984,affiliation_id_1985,affiliation_country_1985,affiliation_display_name_1985,affiliation_id_1986,affiliation_country_1986,affiliation_display_name_1986,affiliation_id_1987,affiliation_country_1987,affiliation_display_name_1987,affiliation_id_1988,affiliation_country_1988,affiliation_display_name_1988,affiliation_id_1989,affiliation_country_1989,affiliation_display_name_1989,affiliation_id_1990,affiliation_country_1990,affiliation_display_name_1990,affiliation_id_1991,affiliation_country_1991,affiliation_display_name_1991,affiliation_id_1992,affiliation_country_1992,affiliation_display_name_1992,affiliation_id_1993,affiliation_country_1993,affiliation_display_name_1993,affiliation_id_1994,affiliation_country_1994,affiliation_display_name_1994,affiliation_id_1995,affiliation_country_1995,affiliation_display_name_1995,affiliation_id_1996,affiliation_country_1996,affiliation_display_name_1996,affiliation_id_1997,affiliation_country_1997,affiliation_display_name_1997,affiliation_id_1998,affiliation_country_1998,affiliation_display_name_1998,affiliation_id_1999,affiliation_country_1999,affiliation_display_name_1999,affiliation_id_2000,affiliation_country_2000,affiliation_display_name_2000,affiliation_id_2001,affiliation_country_2001,affiliation_display_name_2001,affiliation_id_2002,affiliation_country_2002,affiliation_display_name_2002,affiliation_id_2003,affiliation_country_2003,affiliation_display_name_2003,affiliation_id_2004,affiliation_country_2004,affiliation_display_name_2004,affiliation_id_2005,affiliation_country_2005,affiliation_display_name_2005,affiliation_id_2006,affiliation_country_2006,affiliation_display_name_2006,affiliation_id_2007,affiliation_country_2007,affiliation_display_name_2007,affiliation_id_2008,affiliation_country_2008,affiliation_display_name_2008,affiliation_id_2009,affiliation_country_2009,affiliation_display_name_2009,affiliation_id_2010,affiliation_country_2010,affiliation_display_name_2010,affiliation_id_2011,affiliation_country_2011,affiliation_display_name_2011,affiliation_id_2012,affiliation_country_2012,affiliation_display_name_2012,affiliation_id_2013,affiliation_country_2013,affiliation_display_name_2013,affiliation_id_2014,affiliation_country_2014,affiliation_display_name_2014,affiliation_id_2015,affiliation_country_2015,affiliation_display_name_2015,affiliation_id_2016,affiliation_country_2016,affiliation_display_name_2016,affiliation_id_2017,affiliation_country_2017,affiliation_display_name_2017,affiliation_id_2018,affiliation_country_2018,affiliation_display_name_2018,affiliation_id_2019,affiliation_country_2019,affiliation_display_name_2019,affiliation_id_2020,affiliation_country_2020,affiliation_display_name_2020,affiliation_id_2021,affiliation_country_2021,affiliation_display_name_2021,affiliation_id_2022,affiliation_country_2022,affiliation_display_name_2022,affiliation_id_2023,affiliation_country_2023,affiliation_display_name_2023,affiliation_id_2024,affiliation_country_2024,affiliation_display_name_2024,affiliation_id_2025,affiliation_country_2025,affiliation_display_name_2025,affiliation_id_2026,affiliation_country_2026,affiliation_display_name_2026
Xin Jin,3,,https://openalex.org/A5070066511,A5070066511,https://orcid.org/0000-0001-6461-6005,Xin Jin,"Jin, Xin, X I N Jin, X Jin, X. Jin, XIN JIN, Xin Er F. Jin, Xin Er Frances Jin, Xin JIN, Xin Jin, xin Jin, xin jin",451,9699,4.071428571428571,52,206,15,False,True,True,False,"Belgium, China, United States",True,3,2026,Sanya University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I51556381,United States,University of Virginia,,,,,,,,,,https://openalex.org/I37461747,China,Wuhan University,,,,,,,https://openalex.org/I4210108268,China,Northwest Institute For Non-Ferrous Metal Research,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,,,,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I151075929,China,Army Medical University,,,,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I87780372,China,Chongqing Medical University,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I87780372,China,Chongqing Medical University,https://openalex.org/I51185872,China,Jining Medical University,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I47720641,China,Huazhong University of Science and Technology,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I9916479,China,Air Force Medical University,https://openalex.org/I90610280,China,South China University of Technology,https://openalex.org/I91935597,China,University of South China,https://openalex.org/I921990950,United States,University of Colorado Denver,https://openalex.org/I99464096,Belgium,KU Leuven,https://openalex.org/I78978612,China,Yangzhou University,https://openalex.org/I99464096,Belgium,KU Leuven,https://openalex.org/I4210149102,China,Sanya University
Xin Liu,5,,https://openalex.org/A5115601909,A5115601909,https://orcid.org/0009-0004-9165-7418,Xin Liu,"Liu, Xin, Xin Liu",9,99,11.0,3,1,1,True,True,False,False,China,True,1,2024,Tsinghua University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,,,,,,
Xin Xie,6,,https://openalex.org/A5101584148,A5101584148,https://orcid.org/0000-0002-7132-5609,Xin Xie,"X G Xie, X XIE, X Xie, X. XIE, X. Xie, XIN XIE, Xie X, Xie, Xin, Xin Xie",107,2549,8.80952380952381,23,48,13,False,True,True,False,"China, United States",True,2,2025,Chongqing University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I87216513,United States,Michigan State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I9916479,China,Air Force Medical University,,,,https://openalex.org/I37802460,China,Northwest University,https://openalex.org/I4210137217,China,"Women's Hospital, School of Medicine, Zhejiang University",,,,,,,,,,https://openalex.org/I37802460,China,Northwest University,https://openalex.org/I87445476,China,Xi'an Jiaotong University,https://openalex.org/I4210107780,China,Xi'an Medical University,https://openalex.org/I4210107780,China,Xi'an Medical University,https://openalex.org/I1327237609,China,Ministry of Education of the People's Republic of China,https://openalex.org/I4210121771,China,First Affiliated Hospital of Xi'an Jiaotong University,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I4210121771,China,First Affiliated Hospital of Xi'an Jiaotong University,https://openalex.org/I4210163952,China,Beijing Obstetrics and Gynecology Hospital,https://openalex.org/I92039509,China,Guangzhou Medical University,https://openalex.org/I4210163952,China,Beijing Obstetrics and Gynecology Hospital,https://openalex.org/I4210121771,China,First Affiliated Hospital of Xi'an Jiaotong University,https://openalex.org/I4210107780,China,Xi'an Medical University,https://openalex.org/I4210160763,China,Shaanxi Provincial People's Hospital,https://openalex.org/I50632499,China,Chongqing University of Technology,,,
Xingchao Liu,3,,https://openalex.org/A5024864770,A5024864770,https://orcid.org/0009-0005-5592-5128,Xingchao Liu,"Liu Xingchao, Liu, Xingchao, Xingchao Liu",136,1681,17.272727272727273,20,39,6,False,True,True,False,"China, United States",True,2,2026,Hebei Normal University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210118317,China,81th Hospital of PLA,,,,,,,,,,,,,,,,https://openalex.org/I3923682,China,Soochow University,https://openalex.org/I3923682,China,Soochow University,,,,,,,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I82880672,China,Beihang University,https://openalex.org/I52158045,China,China Agricultural University,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I86519309,United States,The University of Texas at Austin,https://openalex.org/I94611258,China,Hebei Normal University,https://openalex.org/I94611258,China,Hebei Normal University
Xingkai Yu,5,,https://openalex.org/A5100608388,A5100608388,https://orcid.org/0000-0002-7422-7406,Xingkai Yu,"Xingkai Yu, Yu, Xingkai",45,1297,41.625,15,19,4,True,True,False,False,China,True,1,2026,North China Electric Power University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I183067930,China,Shanghai Jiao Tong University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I2801051648,China,China-Japan Friendship Hospital,https://openalex.org/I153473198,China,North China Electric Power University,https://openalex.org/I153473198,China,North China Electric Power University
Xingyou Li,1,,https://openalex.org/A5110532585,A5110532585,https://orcid.org/0000-0002-7170-1723,Xingyou Li,"Li, Xingyou, Xing-You Li, Xingyou Li, Xingyou Li -",55,636,3.4166666666666665,14,19,5,True,True,False,False,China,True,1,2025,University of South China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I83791580,China,Fujian University of Technology,,,,https://openalex.org/I83791580,China,Fujian University of Technology,https://openalex.org/I87780372,China,Chongqing Medical University,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I96908189,China,Xinjiang University,https://openalex.org/I96908189,China,Xinjiang University,https://openalex.org/I96908189,China,Xinjiang University,https://openalex.org/I91935597,China,University of South China,,,
Xinnan Song,4,,https://openalex.org/A5090535931,A5090535931,,Xinnan Song,"Song, Xinnan, Xinnan Song",6,655,159.5,3,3,2,True,True,False,False,China,True,1,2020,Tianjin University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210154361,China,Shanghai Jian Qiao University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I162868743,China,Tianjin University,,,,,,,,,,,,,,,,,,
Xinqiao Li,1,,https://openalex.org/A5011875889,A5011875889,https://orcid.org/0000-0003-3466-9493,Xinqiao Li,"Li Xin-Qiao, Li, X. Q., Li, XQ, Li, Xin, Li, Xin-Qiao, Li, Xinqiao, X. Q. LI, X. Q. Li, X.-Q. Li, X.Q. Li, X. Q. Li, Xin LI, Xin Li, Xin Qiao Li, Xin-Qiao Li, Xin-qiao Li, XinQiao LI, XinQiao Li, Xinqiao Li, Xinqiao, Li, Xue-Qian Li",250,1881,6.204819277108434,23,54,13,False,True,False,False,"China, Taiwan",True,2,2026,Institute of High Energy Physics,China,,,,,,,,,,,,,,,,,,,https://openalex.org/I2802340896,China,Purple Mountain Observatory,https://openalex.org/I84653119,Taiwan,Academia Sinica,https://openalex.org/I205237279,China,Nankai University,,,,https://openalex.org/I2802340896,China,Purple Mountain Observatory,https://openalex.org/I4210147322,China,Shanghai Institute of Microsystem and Information Technology,,,,https://openalex.org/I2802340896,China,Purple Mountain Observatory,,,,https://openalex.org/I152031979,China,Nanjing Normal University,https://openalex.org/I51296178,China,China Center of Advanced Science and Technology,https://openalex.org/I51296178,China,China Center of Advanced Science and Technology,https://openalex.org/I152031979,China,Nanjing Normal University,,,,https://openalex.org/I51296178,China,China Center of Advanced Science and Technology,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I27462735,China,Yulin Normal University,,,,,,,,,,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I181903023,China,Xi'an Shiyou University,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210137180,China,Institute of High Energy Physics,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I75900474,China,Hubei University,https://openalex.org/I91656880,China,China Medical University,https://openalex.org/I4210137180,China,Institute of High Energy Physics
Xinyi Zhou,4,,https://openalex.org/A5111292232,A5111292232,https://orcid.org/0009-0009-5825-6635,Xinyi Zhou,"Xinyi Zhou, Zhou, Xinyi",16,274,21.75,5,2,3,True,True,False,False,China,True,1,2026,China Jiliang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210136596,China,First Affiliated Hospital of Anhui Medical University,,,,,,,https://openalex.org/I99065089,China,Tsinghua University,https://openalex.org/I55538621,China,China Jiliang University,https://openalex.org/I55538621,China,China Jiliang University
Xinyu Yang,4,,https://openalex.org/A5055963260,A5055963260,https://orcid.org/0000-0003-0096-921X,Xinyu Yang,"X. Y. Yang, X. YANG, X. Yang, X.Y. Yang, Xin-Yu Yang, XinYu Yang, Xinyu Yang, Xin‐Yu Yang, Yang, Xinyu",85,1040,11.0,17,28,8,False,True,True,False,"China, United States",True,2,2026,Anhui Jianzhu University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I24571045,United States,University of North Dakota,,,,https://openalex.org/I24571045,United States,University of North Dakota,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210092944,China,Dalian University,,,,,,,https://openalex.org/I16365422,China,Hefei University of Technology,https://openalex.org/I16365422,China,Hefei University of Technology,https://openalex.org/I16365422,China,Hefei University of Technology,https://openalex.org/I16365422,China,Hefei University of Technology,https://openalex.org/I16365422,China,Hefei University of Technology,https://openalex.org/I39774598,China,Hefei University,https://openalex.org/I16365422,China,Hefei University of Technology,https://openalex.org/I16365422,China,Hefei University of Technology,https://openalex.org/I4392738231,China,State Key Laboratory of Automotive Simulation and Control,https://openalex.org/I50632499,China,Chongqing University of Technology,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I118987531,China,Anhui Jianzhu University
Xinyuan Li,3,,https://openalex.org/A5100663165,A5100663165,https://orcid.org/0000-0002-5255-9960,Xinyuan Li,"Li, Xinyuan, Xin-Yuan Li, XinYuan LI, Xinyuan Li",20,478,27.875,10,10,6,False,True,False,False,"China, Nepal",True,2,2025,Xuchang University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I899859998,China,Qiqihar Medical University,https://openalex.org/I881766915,China,Nanjing University,https://openalex.org/I20231570,China,Peking University,,,,https://openalex.org/I2801534221,Nepal,Agriculture and Forestry University,https://openalex.org/I4210151987,China,Ministry of Agriculture and Rural Affairs,,,,https://openalex.org/I903994226,China,Xuchang University,,,
Xiqi Gao,1,,https://openalex.org/A5050692023,A5050692023,https://orcid.org/0000-0001-9107-6593,Xiqi Gao,"Gao, Gao, X., Gao, Xi, Gao, Xiqi, X. Gao, X. Q. Gao, X.Q. Gao, Xi Gao, Xi Qi GAO, Xi-Qi Gao, Xi-qi Gao, XiQi Gao, Xiqi GAO, Xiqi Gao, Xi‐Qi Gao, Xu Gao",777,21600,4.98639455782313,66,254,4,False,True,True,False,"China, United States",True,2,2026,Southeast University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I78974044,China,East China University of Political Science and Law,https://openalex.org/I78974044,China,East China University of Political Science and Law,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I86501945,United States,University of Delaware,https://openalex.org/I84218800,United States,"University of California, Davis",https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I86501945,United States,University of Delaware,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University,https://openalex.org/I76569877,China,Southeast University
Xu Chen,1,,https://openalex.org/A5101779008,A5101779008,https://orcid.org/0000-0002-2632-7576,Xu Chen,"Chen Xu, Chen, Xu, Xu Chen, Xu, Chen",39,431,2.6153846153846154,10,10,8,False,True,True,False,"China, Czechia, United States",True,3,2025,Hebei University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I205237279,China,Nankai University,https://openalex.org/I205237279,China,Nankai University,,,,,,,https://openalex.org/I4210093484,China,Tianjin Nankai Hospital,https://openalex.org/I205237279,China,Nankai University,,,,https://openalex.org/I4210120266,Czechia,"Czech Academy of Sciences, Institute of Mathematics",,,,,,,https://openalex.org/I4210124297,United States,Renal Research Institute,https://openalex.org/I4391768190,China,State Key Laboratory of Electroanalytical Chemistry,https://openalex.org/I4210125036,China,Tianjin Central Hospital of Gynecology Obstetrics,https://openalex.org/I4210125036,China,Tianjin Central Hospital of Gynecology Obstetrics,https://openalex.org/I4210125036,China,Tianjin Central Hospital of Gynecology Obstetrics,https://openalex.org/I2800091995,China,West China Medical Center of Sichuan University,https://openalex.org/I43337087,China,Hebei University,,,
Xuan Lü,1,,https://openalex.org/A5052404451,A5052404451,https://orcid.org/0000-0003-4886-0918,Xuan Lü,"Lu Xuan, Lu, Xuan, X. Lu, Xuan Hui Lu, Xuan LU, Xuan Lu, Xuan LÜ, Xuan Lü",178,3330,6.76,30,72,12,False,True,False,False,"China, The Netherlands",True,2,2026,Dalian University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I83019370,The Netherlands,Eindhoven University of Technology,,,,,,,,,,https://openalex.org/I76130692,China,Zhejiang University,,,,,,,,,,https://openalex.org/I4210165038,China,University of Chinese Academy of Sciences,https://openalex.org/I4210120234,China,Zhongnan Hospital of Wuhan University,,,,https://openalex.org/I20231570,China,Peking University,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I4391768268,China,State Key Laboratory of Virology,https://openalex.org/I4210128818,China,Institute of Software,https://openalex.org/I76130692,China,Zhejiang University,https://openalex.org/I37461747,China,Wuhan University,https://openalex.org/I4210160019,China,Chongqing Municipal Health Commission,https://openalex.org/I79223203,China,Guangdong Ocean University,https://openalex.org/I79223203,China,Guangdong Ocean University,https://openalex.org/I79223203,China,Guangdong Ocean University,https://openalex.org/I79223203,China,Guangdong Ocean University,https://openalex.org/I79223203,China,Guangdong Ocean University,https://openalex.org/I4210163926,China,Zhejiang Medicine (China),https://openalex.org/I4210092944,China,Dalian University
Xuehai Pan,1,,https://openalex.org/A5001682354,A5001682354,,Xuehai Pan,"Pan, Xuehai, XueHai Pan, Xuehai Pan, Xuehai Pan -",21,317,5.6,8,8,2,True,True,False,False,China,True,1,2025,Peking University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1305126327,China,Zibo Vocational Institute,https://openalex.org/I1305126327,China,Zibo Vocational Institute,https://openalex.org/I1305126327,China,Zibo Vocational Institute,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I1305126327,China,Zibo Vocational Institute,,,,,,,https://openalex.org/I20231570,China,Peking University,,,
Xuheng Lin,3,,https://openalex.org/A5102457348,A5102457348,,Xuheng Lin,"Lin, Xuheng, Xuheng Lin",3,636,318.0,2,2,1,True,True,False,False,China,True,1,2019,China United Network Communications Group (China),China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://openalex.org/I6507939,China,China United Network Communications Group (China),,,,,,,,,,,,,,,,,,,,,
Xun Shen,1,,https://openalex.org/A5024027579,A5024027579,https://orcid.org/0000-0002-8827-5791,Xun Shen,"Shen Xun, Shen, Xun, Tong Zhao, X Shen, X. Shen, XUN SHEN, Xun SHEN, Xun Shen",188,4310,5.393939393939394,34,68,10,False,True,True,False,"China, Czechia, Japan, Taiwan, United States",True,5,2025,The University of Osaka,Japan,,,,https://openalex.org/I84653119,Taiwan,Academia Sinica,,,,,,,,,,,,,,,,,,,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210089928,Czechia,"Czech Academy of Sciences, Institute of Biophysics",https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210112540,China,Institute of Biophysics,,,,,,,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210112540,China,Institute of Biophysics,,,,https://openalex.org/I4210112540,China,Institute of Biophysics,,,,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210112540,China,Institute of Biophysics,https://openalex.org/I4210123531,Japan,Merck (Japan),https://openalex.org/I1285764155,United States,"Merck & Co., Inc., Rahway, NJ, USA (United States)",https://openalex.org/I37461747,China,Wuhan University,https://openalex.org/I42999171,Japan,Sophia University,https://openalex.org/I42999171,Japan,Sophia University,https://openalex.org/I83519826,China,Nanjing Medical University,https://openalex.org/I42999171,Japan,Sophia University,https://openalex.org/I92614990,Japan,Tokyo University of Agriculture and Technology,https://openalex.org/I92614990,Japan,Tokyo University of Agriculture and Technology,https://openalex.org/I92614990,Japan,Tokyo University of Agriculture and Technology,https://openalex.org/I92614990,Japan,Tokyo University of Agriculture and Technology,https://openalex.org/I98285908,Japan,The University of Osaka,https://openalex.org/I98285908,Japan,The University of Osaka,https://openalex.org/I98285908,Japan,The University of Osaka,,,
