Author,OA_ID,unique_affiliation_count,affiliation-2026,ID-2026,affiliation-2025,ID-2025,affiliation-2024,ID-2024,affiliation-2023,ID-2023,affiliation-2022,ID-2022,affiliation-2021,ID-2021,affiliation-2020,ID-2020,affiliation-2019,ID-2019,affiliation-2018,ID-2018,affiliation-2017,ID-2017,affiliation-2016,ID-2016,affiliation-2015,ID-2015,affiliation-2014,ID-2014,affiliation-2013,ID-2013,affiliation-2012,ID-2012,affiliation-2011,ID-2011,affiliation-2010,ID-2010,affiliation-2009,ID-2009,affiliation-2008,ID-2008,affiliation-2007,ID-2007,affiliation-2006,ID-2006,affiliation-2005,ID-2005,affiliation-2004,ID-2004,affiliation-2003,ID-2003,affiliation-2002,ID-2002,affiliation-2001,ID-2001,affiliation-2000,ID-2000,affiliation-1999,ID-1999,affiliation-1998,ID-1998,affiliation-1997,ID-1997,affiliation-1996,ID-1996,affiliation-1995,ID-1995,affiliation-1994,ID-1994,affiliation-1993,ID-1993,affiliation-1992,ID-1992,affiliation-1991,ID-1991,affiliation-1989,ID-1989,affiliation-1988,ID-1988,affiliation-1987,ID-1987,affiliation-1986,ID-1986,affiliation-1985,ID-1985
Zipeng Zhang,A5100722630,5,Qingdao University,https://openalex.org/I108688024,China University of Mining and Technology,https://openalex.org/I25757504,China University of Mining and Technology,https://openalex.org/I25757504,China University of Mining and Technology,https://openalex.org/I25757504,China University of Mining and Technology,https://openalex.org/I25757504,Beijing University of Chemical Technology,https://openalex.org/I75390827,,,China University of Mining and Technology,https://openalex.org/I25757504,,,,,,,,,,,,,,,,,,,,,Hubei University of Technology,https://openalex.org/I74525822,,,,,Huazhong University of Science and Technology,https://openalex.org/I47720641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zijun Liu,A5100725216,3,,,,,,,Shandong Academy of Sciences,https://openalex.org/I4210142748,,,Shanghai Ocean University,https://openalex.org/I44675526,Qingdao Agricultural University,https://openalex.org/I146773158,Shanghai Ocean University,https://openalex.org/I44675526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo Liu,A5100727812,15,,,Dalian Jiaotong University,https://openalex.org/I7350606,Beihang University,https://openalex.org/I82880672,Tsinghua University,https://openalex.org/I99065089,The University of Texas at Austin,https://openalex.org/I86519309,Shandong Institute of Automation,https://openalex.org/I4210094879,Xi'an Technological University,https://openalex.org/I4210110558,,,Auburn University,https://openalex.org/I82497590,Shanxi Transportation Research Institute,https://openalex.org/I4210167045,Air Force Engineering University,https://openalex.org/I4210104252,Tsinghua University,https://openalex.org/I99065089,Xi'an Technological University,https://openalex.org/I4210110558,China Jiliang University,https://openalex.org/I55538621,,,Xi'an Technological University,https://openalex.org/I4210110558,University of Technology Sydney,https://openalex.org/I114017466,Xi'an Jiaotong University,https://openalex.org/I87445476,,,South China University of Technology,https://openalex.org/I90610280,,,South China University of Technology,https://openalex.org/I90610280,The University of Texas at Arlington,https://openalex.org/I189196454,,,Shandong University,https://openalex.org/I154099455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chen Dong,A5100767305,11,,,Framingham State University,https://openalex.org/I47834966,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Air Force Medical University,https://openalex.org/I9916479,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Affiliated Hospital of Hebei University,https://openalex.org/I4210140680,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,The University of Texas Health Science Center at Houston,https://openalex.org/I919571938,The University of Texas MD Anderson Cancer Center,https://openalex.org/I1343551460,Stanford University,https://openalex.org/I97018004,First Affiliated Hospital of Jinan University,https://openalex.org/I4210162753,The University of Texas MD Anderson Cancer Center,https://openalex.org/I1343551460,Stanford University,https://openalex.org/I97018004,Stanford University,https://openalex.org/I97018004,Yale University,https://openalex.org/I32971472,Seattle University,https://openalex.org/I58610484,Yale University,https://openalex.org/I32971472,,,Howard Hughes Medical Institute,https://openalex.org/I1344073410,,,,,,,,,,,,,,,,,,,,,,,,
Chenhao Xu,A5101012867,2,Northwestern Polytechnical University,https://openalex.org/I17145004,Northwestern Polytechnical University,https://openalex.org/I17145004,,,,,,,,,,,,,,,,,Semiconductor Manufacturing International (China),https://openalex.org/I4210142504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yongtong Wu,A5101238210,1,,,,,,,Sun Yat-sen Memorial Hospital,https://openalex.org/I4210097354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jiaxin Xu,A5101299439,3,,,Henan University of Technology,https://openalex.org/I36152291,Henan University of Science and Technology,https://openalex.org/I167383011,Shenyang University,https://openalex.org/I42852656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiqiang Hu,A5101413296,3,Center for Life Sciences,https://openalex.org/I4210160507,,,,,,,Tsinghua University,https://openalex.org/I99065089,,,,,,,,,Institute of Applied Physics and Computational Mathematics,https://openalex.org/I4210145278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zehua Zhao,A5101521680,5,,,Beijing Institute of Technology,https://openalex.org/I125839683,The University of Sydney,https://openalex.org/I129604602,,,Beijing University of Chinese Medicine,https://openalex.org/I17747738,Guang’anmen Hospital,https://openalex.org/I4210146387,Chongqing University,https://openalex.org/I158842170,,,Chongqing University,https://openalex.org/I158842170,Chongqing University,https://openalex.org/I158842170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Hu,A5101710153,6,Jiangxi Academy of Sciences,https://openalex.org/I4210155731,South China University of Technology,https://openalex.org/I90610280,South China University of Technology,https://openalex.org/I90610280,Tsinghua University,https://openalex.org/I99065089,Anhui University of Technology,https://openalex.org/I92178344,,,,,,,,,Shanghai Institute of Technical Physics,https://openalex.org/I4210135723,Anhui University of Technology,https://openalex.org/I92178344,,,,,,,University of Calgary,https://openalex.org/I168635309,,,University of Calgary,https://openalex.org/I168635309,,,,,University of Calgary,https://openalex.org/I168635309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu Chen,A5101779008,8,,,Hebei University,https://openalex.org/I43337087,West China Medical Center of Sichuan University,https://openalex.org/I2800091995,Tianjin Central Hospital of Gynecology Obstetrics,https://openalex.org/I4210125036,Tianjin Central Hospital of Gynecology Obstetrics,https://openalex.org/I4210125036,Tianjin Central Hospital of Gynecology Obstetrics,https://openalex.org/I4210125036,State Key Laboratory of Electroanalytical Chemistry,https://openalex.org/I4391768190,Renal Research Institute,https://openalex.org/I4210124297,,,,,"Czech Academy of Sciences, Institute of Mathematics",https://openalex.org/I4210120266,,,Nankai University,https://openalex.org/I205237279,Tianjin Nankai Hospital,https://openalex.org/I4210093484,,,,,Nankai University,https://openalex.org/I205237279,Nankai University,https://openalex.org/I205237279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yifan Ding,A5101822672,2,,,University of Notre Dame,https://openalex.org/I107639228,,,,,Amazon (Germany),https://openalex.org/I4210089985,University of Notre Dame,https://openalex.org/I107639228,University of Notre Dame,https://openalex.org/I107639228,University of Notre Dame,https://openalex.org/I107639228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junguang Jiang,A5101828204,1,,,,,,,,,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,,,,,First Affiliated Hospital of Zhengzhou University,https://openalex.org/I4210156804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lihua Guo,A5101908065,3,,,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Tsinghua University,https://openalex.org/I99065089,Chongqing University,https://openalex.org/I158842170,Chongqing University,https://openalex.org/I158842170,,,,,,,,,,,,,,,,,Guangzhou Marine Geological Survey,https://openalex.org/I4210090744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Y. Xu,A5101910351,5,,,Guangzhou Urban Planning Survey & Design Institute,https://openalex.org/I4210126705,Hunan Institute of Mental Health,https://openalex.org/I4210159426,Changchun University,https://openalex.org/I49232843,,,,,,,,,Jiangxi College of Applied Technology,https://openalex.org/I4210163048,,,Yunnan University of Finance And Economics,https://openalex.org/I49185572,Yunnan University of Finance And Economics,https://openalex.org/I49185572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wenjing Luo,A5102068638,5,,,Southwest Jiaotong University,https://openalex.org/I4800084,Anhui Normal University,https://openalex.org/I4472751,,,Zhejiang University,https://openalex.org/I76130692,Zhejiang University,https://openalex.org/I76130692,,,Hubei Provincial Water Resources and Hydropower Planning Survey and Design Institute,https://openalex.org/I4210113530,International Craniofacial Institute,https://openalex.org/I4210100055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jinhua Zhu,A5102224739,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northeast Institute of Geography and Agroecology,https://openalex.org/I4210101301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaoyuan Chen,A5102307049,4,,,Tsinghua University,https://openalex.org/I99065089,Peking University,https://openalex.org/I20231570,Peking University,https://openalex.org/I20231570,,,,,State Key Laboratory of Remote Sensing Science,https://openalex.org/I4210166112,,,State Key Laboratory of Remote Sensing Science,https://openalex.org/I4210166112,,,,,State Key Laboratory of Remote Sensing Science,https://openalex.org/I4210166112,State Key Laboratory of Remote Sensing Science,https://openalex.org/I4210166112,,,,,,,,,,,,,,,Jinan University,https://openalex.org/I159948400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiangwen Wang,A5103138406,9,Lanzhou University,https://openalex.org/I76214153,Northwest Normal University,https://openalex.org/I68986083,Northwest Normal University,https://openalex.org/I68986083,Anqing Normal University,https://openalex.org/I46482218,Northwest Normal University,https://openalex.org/I68986083,Lanzhou University,https://openalex.org/I76214153,Shanghai University of Electric Power,https://openalex.org/I23632641,Northwest Normal University,https://openalex.org/I68986083,Shanghai University of Electric Power,https://openalex.org/I23632641,Alcoa (United States),https://openalex.org/I28304128,Northwest Normal University,https://openalex.org/I68986083,Northwest Normal University,https://openalex.org/I68986083,PowerChina (China),https://openalex.org/I4210120238,PowerChina (China),https://openalex.org/I4210120238,Alcoa (United States),https://openalex.org/I28304128,Arconic (United States),https://openalex.org/I4210166763,,,Hangzhou Dianzi University,https://openalex.org/I50760025,Shanghai Jiao Tong University,https://openalex.org/I183067930,Shanghai Jiao Tong University,https://openalex.org/I183067930,,,Shanghai Jiao Tong University,https://openalex.org/I183067930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jialiang Huang,A5103278071,5,,,,,East China Normal University,https://openalex.org/I66867065,Guangzhou University,https://openalex.org/I37987034,Shanghai University,https://openalex.org/I113940042,University of Nottingham,https://openalex.org/I142263535,Guangzhou University,https://openalex.org/I37987034,Guangzhou University,https://openalex.org/I37987034,Guangzhou University,https://openalex.org/I37987034,,,,,,,,,,,,,,,,,,,,,,,,,Beibu Gulf University,https://openalex.org/I4210105374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuan Cheng,A5103907115,2,,,,,,,,,,,National Synchrotron Radiation Research Center,https://openalex.org/I4210094216,,,,,,,,,,,,,,,North China University of Water Resources and Electric Power,https://openalex.org/I198645480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruiling Xu,A5107918038,2,California University of Pennsylvania,https://openalex.org/I36788626,California University of Pennsylvania,https://openalex.org/I36788626,California University of Pennsylvania,https://openalex.org/I36788626,,,University of Pennsylvania,https://openalex.org/I79576946,University of Pennsylvania,https://openalex.org/I79576946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bingzheng Xu,A5109505733,3,,,,,Wenzhou Medical University,https://openalex.org/I27781120,,,,,Dongyang People's Hospital,https://openalex.org/I4210156545,,,,,Dongyang People's Hospital,https://openalex.org/I4210156545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South China University of Technology,https://openalex.org/I90610280,,,,,,,,,,,,,,,,,,,,,South China University of Technology,https://openalex.org/I90610280,,,,,,,,,,
Zhuping Zhang,A5109662866,7,Huazhong University of Science and Technology,https://openalex.org/I47720641,Huazhong University of Science and Technology,https://openalex.org/I47720641,Shandong University,https://openalex.org/I154099455,Shandong University,https://openalex.org/I154099455,Shandong University,https://openalex.org/I154099455,Shandong Institute of Quantum Science and Technology,https://openalex.org/I4210134794,Central Hospital of Wuhan,https://openalex.org/I4210143568,Central Hospital of Wuhan,https://openalex.org/I4210143568,Guizhou University of Finance and Economics,https://openalex.org/I170172562,Nanjing Second Hospital,https://openalex.org/I4210150549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South China Botanical Garden,https://openalex.org/I4210120696,,,,,,,,,,,,,,,,
Chaofan Lin,A5109678287,1,,,North China Electric Power University,https://openalex.org/I153473198,North China Electric Power University,https://openalex.org/I153473198,North China Electric Power University,https://openalex.org/I153473198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yongji Wang,A5110372162,8,,,Bio-Medical Science (South Korea),https://openalex.org/I4210145660,Institute of Software,https://openalex.org/I4210128818,State Key Laboratory of Computer Science,https://openalex.org/I4391767820,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Institute of Software,https://openalex.org/I4210128818,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,State Key Laboratory of Computer Science,https://openalex.org/I4391767820,Air Force Medical University,https://openalex.org/I9916479,,,State Key Laboratory of Computer Science,https://openalex.org/I4391767820,Medical Technology Transfer (Netherlands),https://openalex.org/I4210160980,Air Force Medical University,https://openalex.org/I9916479,Institute of Software,https://openalex.org/I4210128818,East China University of Political Science and Law,https://openalex.org/I78974044,Institute of Software,https://openalex.org/I4210128818,Institute of Software,https://openalex.org/I4210128818,Institute of Software,https://openalex.org/I4210128818,Institute of Software,https://openalex.org/I4210128818,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Institute of Software,https://openalex.org/I4210128818,Institute of Software,https://openalex.org/I4210128818,,,,,,,,,,,Institute of Microbiology,https://openalex.org/I4210134982,,,,,,,,,,,,,,,,,,,,,,,,
Tao Ni,A5110445732,5,,,Yanshan University,https://openalex.org/I39333907,,,Institute of Microelectronics,https://openalex.org/I4210119392,Yanshan University,https://openalex.org/I39333907,Jilin University,https://openalex.org/I194450716,Jilin University,https://openalex.org/I194450716,,,Dalian Maritime University,https://openalex.org/I43313876,,,Jilin University,https://openalex.org/I194450716,,,,,Jilin University,https://openalex.org/I194450716,,,Jilin Medical University,https://openalex.org/I4210136497,Jilin University,https://openalex.org/I194450716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xingyou Li,A5110532585,5,,,University of South China,https://openalex.org/I91935597,Xinjiang University,https://openalex.org/I96908189,Xinjiang University,https://openalex.org/I96908189,Xinjiang University,https://openalex.org/I96908189,University of Chinese Academy of Sciences,https://openalex.org/I4210165038,Chongqing Medical University,https://openalex.org/I87780372,Fujian University of Technology,https://openalex.org/I83791580,,,Fujian University of Technology,https://openalex.org/I83791580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huajian Xin,A5111038333,1,,,,,Guangxi Research Institute of Chemical Industry,https://openalex.org/I4210143029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhixian Huang,A5111603195,3,,,,,First Affiliated Hospital of Wenzhou Medical University,https://openalex.org/I2801769982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Yang Ming Chiao Tung University,https://openalex.org/I148366613,,,,,,,,,Shanghai Institute of Optics and Fine Mechanics,https://openalex.org/I4210135349,,,,,,,,,,,,
